,artikelnummer,bauweise,boden_und_zargen,bünde,cutaway,decke,erhältlich_seit,farbe,griffbrett,hersteller,inkl_gigbag,inkl_koffer,koffer,modell,preis,sattelbreite_in_mm,tonabnehmer,verkaufseinheit,verkaufsrang
0,450842,,Mahagoni,20,Nein,"Fichte, Massiv",Oktober 2018,Sunburst,Palisander,Yamaha,Nein,,Nein,Yamaha FG820 AB,279.0,"42,00 mm",Nein,1 Stück,54808
1,453084,,Ahorn,20,Nein,"Fichte, Massiv",Februar 2019,Antique Cherry,Richlite,Gibson,Nein,,Ja,Gibson Firebird AC,4498.0,"43,00 mm",Nein,1 Stück,80758
2,441787,,Catalpa,20,Ja,Fichte,Juni 2018,Schwarz,Roseacer,Harley Benton,Nein,,Nein,Harley Benton D-120CE BK Bundle,105.0,"42,50 mm",Ja,1 Stück,69780
3,340990,,Mahagoni,21,Ja,"Mahagoni, massiv",Januar 2015,Sunburst,Palisander,Framus,Nein,,Nein,Framus FD-14MCE VS Legacy Series,389.0,"45,00 mm",Ja,1 Stück,25722
4,462431,,"Mahagoni, Massiv",21,Nein,"Fichte, Massiv",März 2019,Natur,Richlite,Seagull,Nein,,Nein,Seagull Maritime SWS Q1T Natural,849.0,"45,72 mm",Ja,1 Stück,80749
5,425078,,Mahagoni,20,Nein,Zeder,November 2017,Natur,Ovangkol,Baton Rouge,Nein,,Nein,Baton Rouge AR11C/D-W,239.0,"48,00 mm",Nein,1 Stück,31003
6,461836,,Mahagoni,20,Ja,"Fichte, Massiv",März 2019,Natur,Walnuss,Fender,Nein,,Nein,Fender CD-60SCE Nat WN,252.0,"43,00 mm",Ja,1 Stück,7433
7,189146,,Ovangkol,20,Ja,Fichte,Februar 2010,Natur,Ebenholz,Lakewood,Nein,,Ja,Lakewood D-18 CP,2195.0,"44,00 mm",Ja,1 Stück,87073
8,462543,,Mahagoni,20,Nein,"Zeder, massiv",März 2019,Natur,Ovangkol,Baton Rouge,Nein,,Nein,Baton Rouge AR11C/D,239.0,"43,00 mm",Nein,1 Stück,43470
9,457586,,"Mahagoni, Massiv",20,Nein,"Fichte, Massiv",März 2019,Natur,Ebenholz,Taylor,Nein,,Ja,Taylor Builders Edition 517e,2999.0,"44,50 mm",Ja,1 Stück,82814
10,452589,,Palisander,20,Ja,"Fichte, Massiv",November 2018,Natur,Richlite,Gibson,Nein,,Ja,Gibson Hummingbird Rosewood Avant N,2148.0,"43,00 mm",Ja,1 Stück,81769
11,457951,,Padouk,20,Nein,"Fichte, Massiv",März 2019,Natur,Ebenholz,Lakewood,Nein,,Ja,Lakewood D-34,2890.0,"44,00 mm",Ja,1 Stück,80571
12,453132,,Palisander,20,Ja,"Fichte, Massiv",Januar 2019,Natur,Palisander,Gibson,Nein,,Ja,Gibson Songwriter Cutaway AN,2666.0,"43,00 mm",Ja,1 Stück,12036
13,133517,,Palisander,20,Nein,Fichte,November 1999,Natur,Ebenholz,Martin Guitars,Nein,,Ja,Martin Guitars HD-28 Westerngitarre,3390.0,"44,45 mm",Nein,1 Stück,6658
14,438021,,"Palisander, Massiv",21,Nein,"Fichte, Massiv",Mai 2018,Natur,Palisander,Framus,Nein,,Nein,Framus Legacy FD28 N SR VNT E,599.0,"45,00 mm",Ja,1 Stück,13539
15,167847,,Palisander,20,Nein,Fichte,März 2004,Natur,Ebenholz,Martin Guitars,Nein,,Ja,Martin Guitars D-45 Westerngitarre,8990.0,"42,90 mm",Nein,1 Stück,11927
16,444427,,Ziricote,20,Ja,"Fichte, Massiv",Oktober 2018,Natur,Lorbeer,Takamine,Nein,,Nein,Takamine GD93CE-NAT,659.0,"43,00 mm",Ja,1 Stück,8186
17,422113,,Mahagoni,20,Ja,"Fichte, Massiv",Oktober 2017,Natur,Ovangkol,Ibanez,Nein,,Nein,Ibanez AVD9CE-NT Artwood Vintage,459.0,"43,00 mm",Ja,1 Stück,47499
18,344985,,Mahagoni,20,Ja,Fichte,Juli 2014,Schwarz,Palisander,Ibanez,Nein,,Nein,Ibanez PF15ECE-BK B-Stock,172.0,"42,00 mm",Ja,1 Stück,57866
19,439870,,Mahagoni,20,Ja,"Fichte, Massiv",Juni 2018,Natur,Ovangkol,Ibanez,Nein,,Nein,Ibanez AW70ECE-NT,299.0,"43,00 mm",Ja,1 Stück,42935
20,442794,,Mahagoni,20,Nein,Fichte,Juli 2018,Sunburst,Walnuss,Dean Guitars,Nein,,Nein,Dean Guitars AXS Dreadnought TSB,89.0,"43,00 mm",Nein,1 Stück,64698
21,459444,,Bocote,20,Ja,"Fichte, Massiv",,Natur,Brownwood,LAG,Nein,,Ja,LAG THV30DCE Tramontane HyVibe,1498.0,"43,00 mm",Ja,1 Stück,82882
22,450845,,Mahagoni,20,Nein,"Fichte, Massiv",November 2018,Blau,Palisander,Yamaha,Nein,,Nein,Yamaha FG820 SB,299.0,"43,00 mm",Nein,1 Stück,41962
23,416051,,Catalpa,20,Ja,Fichte,Juni 2017,Schwarz,Roseacer,Harley Benton,Nein,,Nein,Harley Benton D-120CE BK Bundle,89.0,"42,50 mm",Ja,1 Stück,3581
24,266387,,Mahagoni,20,Nein,Fichte,Mai 2011,Natur,Walnuss,Fender,Ja,,Nein,Fender CD-60 NA Bundle,156.0,"43,00 mm",Nein,1 Stück,32222
25,442792,,Mahagoni,20,Nein,Mahagoni,Juli 2018,Natur,Walnuss,Dean Guitars,Nein,,Nein,Dean Guitars AXS Dreadnought MAH,119.0,"43,00 mm",Nein,1 Stück,45522
26,449907,,Walnuss,20,Ja,"Fichte, Massiv",Oktober 2018,Natur,Lorbeer,Takamine,Nein,,Nein,Takamine GD51CE-NAT,459.0,"43,00 mm",Ja,1 Stück,4656
27,273326,,Nato,20,Ja,Fichte,November 2011,Sunburst,Ahorn,Fender,Ja,,Nein,Fender Squier SA-105CE SB Bundle,132.0,"43,00 mm",Ja,1 Stück,3084
28,460021,,Ebenholz,20,Ja,"Fichte, Massiv",Februar 2019,Rot,Ebenholz,DAngelico,Nein,,Ja,DAngelico Excel Bowery Auburn,799.0,"43,00 mm",Ja,1 Stück,30764
29,440419,,Walnuss,629,Ja,"Fichte, Massiv",Juni 2018,Hochglanz,Richlite,Gibson,Nein,,Ja,Gibson Hummingbird Walnut AG CEQ,1498.0,"44,00 mm",Ja,1 Stück,80212
30,452544,,Mahagoni,18,Ja,Ahorn,Dezember 2018,Orange Burst,Richlite,Gibson,Nein,,Ja,Gibson J-45 Humbucker Blood Orange,2998.0,"43,00 mm",Ja,1 Stück,84322
31,454076,,"Walnuss, massiv",20,Nein,"Fichte, Massiv",November 2018,Natur,Ebenholz,Furch,Nein,,Nein,Furch Blue D-SW B-Stock,799.0,"45,00 mm",Nein,1 Stück,93902
32,298044,,Ahorn,20,Nein,Fichte,Oktober 2012,Sunburst,Palisander,Epiphone,Nein,,Nein,Epiphone Dove Pro,297.0,"42,70 mm",Ja,1 Stück,4012
33,404452,,Walnuss,20,Ja,"Fichte, Massiv",Februar 2017,Natur,Ebenholz,Taylor,Ja,,Nein,Taylor 110ce Walnut 2017,899.0,"42,80 mm",Ja,1 Stück,9784
34,348637,,"Mahagoni, Massiv",20,Ja,"Zeder, massiv",Januar 2015,Natur,Ovangkol,Harley Benton,Nein,,Nein,Harley Benton CLD-30SCM-CE SolidWood,349.0,"45,00 mm",Ja,1 Stück,12823
35,202640,,Agathis,20,Nein,Fichte,Februar 2008,Natur,Kiefer,Ibanez,Ja,,Nein,Ibanez V50NJP-NT Jam Pack,109.0,"42,50 mm",Nein,1 Stück,23335
36,325417,,Catalpa,20,Ja,Fichte,Oktober 2013,Schwarz,Roseacer,Harley Benton,Ja,,Nein,Harley Benton HBD120CEBK Bundle France,119.0,"42,50 mm",Ja,1 Stück,42181
37,441788,,Catalpa,20,Ja,Fichte,Juni 2018,Schwarz,Roseacer,Harley Benton,Nein,,Nein,Harley Benton D-120CE BK Bundle,125.0,"42,50 mm",Ja,1 Stück,54223
38,441807,,Mahagoni,20,Ja,Fichte,Juni 2018,Natur,Ovangkol,Harley Benton,Nein,,Nein,Harley Benton Custom Line CLD-1048SCE Bundle,239.0,"48,00 mm",Ja,1 Stück,38756
39,436814,,Mahagoni,20,Nein,Fichte,Juli 2018,,Palisander,Fender,Nein,,Nein,Fender FA-125 Sunburst,111.0,"42,95 mm",Nein,1 Stück,13573
40,417838,,Whitewood,20,Nein,"Fichte, Massiv",Juli 2017,,Revebond,Recording King,Nein,,Nein,Recording King RDS-9-TS,179.0,"43,00 mm",Nein,1 Stück,36650
41,392589,,Mahagoni,20,Ja,Mahagoni,September 2016,Schwarz,Palisander,Ibanez,Nein,,Nein,Ibanez AW84CE-WK Artwood,301.0,"43,00 mm",Ja,1 Stück,21527
42,450715,,Mahagoni,20,Nein,Fichte,Oktober 2018,Natur,Hartholz,Fender,Ja,,Nein,Fender FA-115 II Dreadnought Pack,105.0,"42,95 mm",Nein,1 Stück,9079
43,379949,,Ahorn,20,Nein,"Fichte, Massiv",April 2016,Natur,Palisander,Yamaha,Nein,,Nein,Yamaha FG840SFM NT,399.0,"43,00 mm",Nein,1 Stück,46442
44,466319,,Kirsche,21,Ja,"Fichte, Massiv",Mai 2019,Rot,Palisander,Art & Lutherie,Nein,,Nein,Art & Lutherie Americana Tennessee Re B-Stock,509.0,"43,70 mm",Ja,1 Stück,98165
45,442176,,Ziricote,20,Ja,"Fichte, Massiv",Juni 2018,Natur,Ovangkol,Takamine,Ja,,Nein,Takamine GD90CEZC-NAT,704.0,"43,00 mm",Ja,1 Stück,43184
46,461125,,Mahagoni,20,Ja,"Fichte, Massiv",März 2019,Antik,Palisander,Gibson,Nein,,Ja,Gibson Hummingbird Mahogany AG AN 19,1999.0,"43,80 mm",Ja,1 Stück,79233
47,461231,,Walnuss,20,Nein,Sitka Fichte massiv,März 2019,Antik,Walnuss,Gibson,Nein,,Ja,Gibson Hummingbird Studio AN 2019,1859.0,"43,80 mm",Ja,1 Stück,7417
48,428574,,Mahagoni,20,Ja,"Zeder, massiv",Januar 2018,Natur,Ebenholz,Furch,Nein,,Nein,Furch Blue Dc-CM,998.0,"45,00 mm",Nein,1 Stück,96539
49,190656,,Mahagoni,20,Nein,Fichte,Mai 2006,Sunburst,Walnuss,Fender,Nein,,Nein,Fender CD-60 SB V3 Westerngitarre,129.0,"43,00 mm",Nein,1 Stück,37901
50,267512,,Palisander,20,Nein,Fichte,Juli 2012,Natur,Ebenholz,Guild,Nein,,Ja,Guild D55 NA USA,3299.0,"43,00 mm",Nein,1 Stück,37310
51,465661,,Mahagoni,22,Ja,Fichte,Mai 2019,Sunburst,Pau Ferro,Epiphone,Nein,,Nein,Epiphone AJ-500RCE VSS,598.0,"628,00 mm",Ja,1 Stück,86218
52,452157,,"Mahagoni, Massiv",20,Ja,"Fichte, Massiv",Februar 2019,"Natur, Hochglanz",Ebenholz,Martin Guitars,Nein,,Ja,Martin Guitars DC-18E N,3199.0,"44,00 mm",Ja,1 Stück,80653
53,348636,,"Mahagoni, Massiv",20,Nein,Zeder,Januar 2015,Natur,Ovangkol,Harley Benton,Nein,,Nein,Harley Benton CLD-30SCM SolidWood,299.0,"45,00 mm",Nein,1 Stück,13562
54,462274,,Kirsche,21,Nein,"Fichte, Massiv",März 2019,Schwarz,Palisander,Art & Lutherie,Nein,,Nein,Art & Lutherie Americana Faded Black Q1T,499.0,"43,70 mm",Ja,1 Stück,35289
55,453701,,Mahagoni,20,Nein,"Zeder, massiv",November 2018,Natur,Ebenholz,Furch,Nein,,Nein,Furch Indigo Plus D-CY,898.0,"45,00 mm",Nein,1 Stück,98051
56,261709,,Mahagoni,20,Nein,Fichte,Februar 2011,Schwarz,Palisander,Epiphone,Ja,,Nein,Epiphone DR-100 EB Bundle,134.0,"43,00 mm",Nein,1 Stück,13585
57,362205,,"Mahagoni, Massiv",20,Nein,"Fichte, Massiv",Juli 2015,Sunburst,Ebenholz,Lakewood,Nein,,Ja,Lakewood Gregor Meyle Signature,2599.0,"44,00 mm",Ja,1 Stück,79337
58,423932,,Mahagoni,20,Ja,Fichte,Dezember 2017,Schwarz,Ovangkol,Takamine,Nein,,Nein,Takamine GF30CE-B,499.0,"43,00 mm",Ja,1 Stück,28138
59,375846,,Ahorn,21,Nein,Fichte,November 2015,Natur,Palisander,Maton,Nein,,Ja,Maton SRS60 w/ Case,1428.0,"44,10 mm",Ja,1 Stück,80419
60,379942,,Palisander,20,Nein,"Fichte, Massiv",April 2016,Sunburst,Palisander,Yamaha,Nein,,Nein,Yamaha FG830 AB,359.0,"43,00 mm",Nein,1 Stück,43085
61,466648,,Kirsche,21,Nein,"Fichte, Massiv",Mai 2019,Burst,Palisander,Seagull,Nein,,Nein,Seagull Entourage Autumn Burst B-Stock,619.0,"43,69 mm",Ja,1 Stück,98244
62,440592,,Mahagoni,650,Nein,Fichte,September 2018,"Sunburst, Hochglanz",Roupana,Eko,Nein,,Nein,Eko Ranger VI VR EQ Honey Burst,228.0,"43,00 mm",Ja,1 Stück,31834
63,278382,,Poly Board,20,Nein,Fichte,Februar 2012,Natur,Palisander,Yamaha,Ja,,Nein,Yamaha JR2 NA,169.0,"43,00 mm",Nein,1 Stück,47055
64,324590,,Cocobolo,20,Nein,Fichte,Januar 2014,Natur,Ebenholz,Lakewood,Nein,,Ja,Lakewood D-53 Premium,3695.0,"44,00 mm",Ja,1 Stück,12043
65,436855,,Mahagoni,20,Ja,Fichte,Oktober 2018,Sunburst,Blackwood,Epiphone,Nein,,Nein,Epiphone DR-400MCE VS,398.0,"43,00 mm",Ja,1 Stück,32481
66,423534,,Nato,20,Ja,Fichte,Oktober 2017,Natur,Ahorn,Fender,Nein,,Nein,Fender Squier SA-105CE NA Bundle 3,112.0,"43,00 mm",Ja,1 Stück,31829
67,442109,,Mahagoni,20,Ja,"Fichte, Massiv",Juni 2018,"Natur, matt",Ovangkol,Takamine,Nein,,Nein,Takamine GD30CE-NAT LH,444.0,"43,00 mm",Ja,1 Stück,14307
68,423950,,Mahagoni,20,Nein,Fichte,November 2017,Natur,Ovangkol,Takamine,Nein,,Nein,Takamine GD10-N,239.0,"43,00 mm",Nein,1 Stück,28498
69,441819,J-45,Mahagoni,20,Nein,"Fichte, Massiv",August 2018,"Sunburst, Hochglanz",Palisander,Gibson,Nein,,Ja,Gibson J-45 Standard VS LH 2019,2499.0,"44,00 mm",Ja,1 Stück,80154
70,456106,,Mahagoni,20,Nein,Zeder,Januar 2019,Natur,Ovangkol,Baton Rouge,Nein,,Nein,Baton Rouge AR11C/D-W B-Stock,222.0,"48,00 mm",Nein,1 Stück,49724
71,273332,,Nato,20,Ja,Fichte,November 2011,Natur,Ahorn,Fender,Nein,,Ja,Fender Squier SA-105CE NA Bundle,182.0,"43,00 mm",Ja,1 Stück,33973
72,357330,,"Palisander, Massiv",21,Ja,"Fichte, Massiv",Februar 2015,Natur,Ebenholz,Maton,Nein,,Ja,Maton EM100C Messiah,3448.0,"44,50 mm",Ja,1 Stück,28243
73,404787,,Ovangkol,20,Ja,"Fichte, Massiv",Februar 2017,Natur,Walnuss,Fender,Nein,,Ja,Fender CD-140SCE Nat,349.0,"43,00 mm",Ja,1 Stück,86225
74,438019,,"Palisander, Massiv",21,Nein,"Fichte, Massiv",Mai 2018,Sunburst,Palisander,Framus,Nein,,Nein,Framus Legacy FD28 N SR SBT E,629.0,"44,50 mm",Ja,1 Stück,37259
75,273330,,Nato,20,Ja,Fichte,November 2011,Natur,Ahorn,Fender,Ja,,Nein,Fender Squier SA-105CE NA Bundle,133.0,"43,00 mm",Ja,1 Stück,6640
76,197068,,Nato,20,Nein,Fichte,August 2006,Schwarz,Palisander,Yamaha,Nein,,Nein,Yamaha F370 BL,169.0,"43,00 mm",Nein,1 Stück,19986
77,459965,,Ebenholz,20,Nein,"Fichte, Massiv",Februar 2019,Sunburst,Ebenholz,DAngelico,Nein,,Ja,DAngelico Excel Lexington Vintage Sun,749.0,"43,00 mm",Ja,1 Stück,54191
78,422393,,Mahagoni,20,Ja,Fichte,September 2017,Natur,Ovangkol,Hamaril,Nein,,Nein,Hamaril Acoustic Guitar Set 3,219.0,"43,00 mm",Ja,1 Stück,34788
79,454255,,Mahagoni,19,Nein,"Mahagoni, massiv",Dezember 2018,Mahagoni,Ovangkol,DAngelico,Nein,,Nein,DAngelico Premier Utica Mahogany Top,195.0,"43,00 mm",Nein,1 Stück,70912
80,354487,,Mahagoni,20,Ja,Mahagoni,Dezember 2014,Natur,Ovangkol,Harley Benton,Nein,,Nein,Harley Benton Custom Line CLD-15MCE B-Stock,185.0,"43,00 mm",Ja,1 Stück,45723
81,303968,,Mahagoni,20,Ja,Fichte,Januar 2013,Schwarz,Ovangkol,Harley Benton,Nein,,Nein,Harley Benton HB Custom Line CLD-10S B-Stock,185.0,"43,00 mm",Ja,1 Stück,40969
82,452569,,Mahagoni,20,Ja,"Fichte, Massiv",Januar 2019,Natur,Palisander,Gibson,Nein,,Ja,Gibson J-45 Mahogany Avant Garde N,1649.0,"43,00 mm",Ja,1 Stück,79830
83,452582,,Palisander,20,Ja,"Fichte, Massiv",November 2018,Rosewood Burst,Richlite,Gibson,Nein,,Ja,Gibson J-45 Avant Garde R/B,1898.0,"43,00 mm",Ja,1 Stück,10578
84,362654,,Mahagoni,21,Ja,"Mahagoni, massiv",April 2015,Sunburst,Palisander,Framus,Nein,,Nein,Framus FD-14MCE VS Legacy Ser B-Stock,359.0,"45,00 mm",Ja,1 Stück,97208
85,423493,,Okume,20,Nein,Fichte,Oktober 2017,"Sunburst, Hochglanz",Blackwood,Harley Benton,Nein,,Nein,Harley Benton Custom Line Superior-E B-Stock,185.0,"43,00 mm",Nein,1 Stück,46975
86,329859,,Mahagoni,20,Ja,Fichte,Dezember 2013,Natur,Ovangkol,Harley Benton,Nein,,Nein,Harley Benton Custom Line CLD-16SCE B-Stock,175.0,"43,00 mm",Ja,1 Stück,46237
87,441866,,Walnuss,20,Ja,"Fichte, Massiv",August 2018,"Sunburst, Hochglanz",Richlite,Gibson,Nein,,Ja,Gibson J-45 Walnut AG Cutaway 2019,1949.0,"44,00 mm",Ja,1 Stück,35646
88,454490,,Walnuss,20,Ja,"Fichte, Massiv",Dezember 2018,Sunburst,Lorbeer,Takamine,Nein,,Nein,Takamine GD51CE-BSB-2 B-Stock,459.0,"43,00 mm",Ja,1 Stück,64293
89,268336,,Nato,20,Ja,Fichte,September 2011,Schwarz,Ahorn,Fender,Nein,,Nein,Fender Squier SA-105CE BK,111.0,"43,00 mm",Ja,1 Stück,1230
90,419903,,Eiche,20,Ja,Fichte,August 2017,Natur,Ebenholz,Lakewood,Nein,,Ja,Lakewood D-35 CP,2795.0,"44,00 mm",Ja,1 Stück,87497
91,459474,,Mahagoni,20,Nein,"Fichte, Massiv",März 2019,Sunburst,Palisander,Gibson,Nein,,Ja,Gibson J-45 Standard HCS,2222.0,"43,00 mm",Ja,1 Stück,12047
92,462426,,"Mahagoni, Massiv",21,Ja,"Fichte, Massiv",März 2019,Natur,Richlite,Seagull,Nein,,Nein,Seagull Maritime SWS CW Q1T Natural,1059.0,"43,69 mm",Ja,1 Stück,29062
93,318347,,Mahagoni,20,Nein,Mahagoni,November 2013,Natur,Ovangkol,Harley Benton,Nein,,Nein,Harley Benton Custom Line CLD-15M,169.0,"43,00 mm",Nein,1 Stück,6011
94,332031,,Mahagoni,20,Ja,Fichte,Januar 2014,Blau,Nandu,Ibanez,Nein,,Nein,Ibanez PF15ECE-TBS,189.0,"42,00 mm",Ja,1 Stück,20787
95,377772,,Palisander,21,Nein,"Fichte, Massiv",Januar 2016,Natur,Ebenholz,Framus,Nein,,Ja,Framus Legacy Dreadnought VHP NT,629.0,"45,00 mm",Nein,1 Stück,9014
96,455286,,Mahagoni,20,Nein,Fichte,Dezember 2018,Natur,Palisander,Fender,Ja,,Nein,Fender FA-125 Natural Bundle,142.0,"42,95 mm",Nein,1 Stück,29584
97,392572,,Mahagoni,20,Nein,"Fichte, Massiv",September 2016,Natur,Ovangkol,Ibanez,Nein,,Nein,Ibanez AVD9-NT Artwood Vintage,399.0,"43,00 mm",Nein,1 Stück,69423
98,441792,,Catalpa,20,Ja,Fichte,Juni 2018,Sunburst,Roseacer,Harley Benton,Nein,,Nein,Harley Benton D-120CE VS Bundle,125.0,"42,50 mm",Ja,1 Stück,92591
99,362255,,"Mahagoni, Massiv",20,Ja,"Fichte, Massiv",Mai 2015,Sunburst,Palisander,Guild,Nein,,Ja,Guild D-140CE SB Westerly,799.0,"44,50 mm",Ja,1 Stück,13545
100,273328,,Nato,20,Ja,Fichte,November 2011,Sunburst,Ahorn,Fender,Nein,,Ja,Fender Squier SA-105CE SB Westerngitarren Bundle,182.0,"43,00 mm",Ja,1 Stück,38656
101,331622,,Fichte,16,Nein,Fichte,April 2014,Rot,Palisander,Gretsch,Nein,,Nein,Gretsch G5034TFT Rancher Bigsby,749.0,"43,00 mm",Ja,1 Stück,9740
102,303858,,Palisander,21,Ja,Fichte,Januar 2013,Natur,Palisander,Takamine,Nein,,Ja,Takamine P5DC,1399.0,"42,50 mm",Ja,1 Stück,5255
103,348941,,Mahagoni,21,Ja,"Fichte, Massiv",Januar 2015,Schwarz,Palisander,Framus,Nein,,Nein,Framus FD-14SCE BK Legacy Series,399.0,"45,00 mm",Ja,1 Stück,8990
104,455896,,Okume,651,Ja,Sitka Fichte massiv,Januar 2019,Natur,Ovangkol,Ibanez,Nein,,Nein,Ibanez AW150CE-OPN,444.0,"43,00 mm",Ja,1 Stück,94583
105,183158,,Mahagoni,20,Ja,Fichte,April 2006,Natur,Ebenholz,Lakewood,Nein,,Ja,Lakewood D-14 CP,1899.0,"44,00 mm",Ja,1 Stück,44034
106,457607,,Sapele,20,Nein,"Fichte, Massiv",Januar 2019,Natur,Ebenholz,Taylor,Nein,,Ja,Taylor 317e V-Class,1999.0,"44,50 mm",Ja,1 Stück,43343
107,453950,,Mahagoni,20,Nein,Mahagoni,Dezember 2018,Whiskey Barrel Burst Satin,,Tanglewood,Nein,,Nein,Tanglewood TWCR DE,169.0,"43,00 mm",Ja,1 Stück,34105
108,459701,,Walnuss,20,Nein,"Fichte, Massiv",Februar 2019,Walnuss Burst,Richlite,Gibson,Nein,,Ja,Gibson J-45 AG Walnut Burst,1798.0,"43,00 mm",Nein,1 Stück,79750
109,273322,,Nato,20,Ja,Fichte,November 2011,Schwarz,Ahorn,Fender,Ja,,Nein,Fender Squier SA-105CE BK Bundle,133.0,"43,00 mm",Ja,1 Stück,2214
110,380025,,Palisander,20,Ja,"Fichte, Massiv",Juni 2016,Schwarz,Palisander,Yamaha,Nein,,Nein,Yamaha FGX830C BL,529.0,"43,00 mm",Ja,1 Stück,35360
111,429600,,Mahagoni,20,Ja,Fichte,Februar 2018,Schwarz,Ovangkol,Baton Rouge,Nein,,Nein,Baton Rouge X1S/DCE Dark Hole,399.0,"46,00 mm",Ja,1 Stück,38937
112,428305,,Whitewood,20,Nein,Fichte,Dezember 2017,Schwarz,Revebond,Recording King,Nein,,Nein,Recording King RDS-7-MBK B-Stock,99.0,"43,00 mm",Nein,1 Stück,98561
113,417669,,Mahagoni,20,Nein,Fichte,September 2017,Natur,Palisander,Fender,Nein,,Nein,Fender FA-125 Natural,113.0,"42,95 mm",Nein,1 Stück,7480
114,452579,,Walnuss,20,Ja,"Fichte, Massiv",November 2018,Natur,Richlite,Gibson,Nein,,Ja,Gibson Hummingbird Walnut Avant N,1799.0,"43,00 mm",Ja,1 Stück,27868
115,315361,,Mahagoni,22,Ja,Fichte,August 2013,Grafik,Ebenholz,Dean Guitars,Nein,,Nein,Dean Guitars Dave Mustaine MAKO,499.0,"42,00 mm",Ja,1 Stück,36969
116,349666,,Okume,20,Ja,"Okume, massiv",September 2014,Natur,Ovangkol,Ibanez,Nein,,Nein,Ibanez AW54CE-OPN,289.0,"43,00 mm",Ja,1 Stück,21162
117,361964,,"Mahagoni, Massiv",20,Ja,"Mahagoni, massiv",Mai 2015,Natur,Palisander,Guild,Nein,,Ja,Guild D-120CE Nat Westerly,668.0,"44,50 mm",Ja,1 Stück,29540
118,464533,,"Palisander, Massiv",20,Ja,"Fichte, Massiv",Mai 2019,Natur,Ebenholz,Furch,Nein,,Ja,Furch Green DC-SR / SPE-L.R. Baggs,1868.0,"45,00 mm",Ja,1 Stück,80176
119,428577,,"Walnuss, massiv",20,Nein,"Fichte, Massiv",Januar 2018,Natur,Ebenholz,Furch,Nein,,Nein,Furch Blue D-SW,1098.0,"45,00 mm",Nein,1 Stück,33117
